Price per GB,Price per TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,product_name,average_rating,total_no_of_reviews,brand,model,in_stock,condition,ships_from,sold_by,prime_eligible,drive_type,form_factor,interface,read_speed_mbps,write_speed_mbps,estimated_delivery_date,warranty_months
$0.042,$42.25,$169,4 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B07CKGGF17?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,no,SSD,"2.5""",SATA III,0,0,01/01,12
$0.042,$42.39,$53,25 GB x50,,Optical,BD-R,New,https://www.amazon.com/dp/B098DBHJX5?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Storage Device,4.5,500,Unknown,B098DBHJX5,True,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.042,$42.45,$340,8 TB,3 years,"Internal 3.5""",HDD,New,https://www.amazon.com/dp/B0CP314RM7?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,unknown,SSD,"2.5""",SATA III,0,0,unknown,12
$0.042,$42.48,$17,400 GB,,Tape,LTO-3,New,https://www.amazon.com/dp/B00B5G31VI?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Seagate,B00B5G31VI,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,130,125,01/15,24
$0.042,$42.48,$17,400 GB,,Tape,LTO-3,New,https://www.amazon.com/dp/B005ENJYGE?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,0,Unknown,B005ENJYGE,unknown,new,Amazon,Amazon,no,HDD,"3.5""",SATA III,0,0,unknown,24
$0.042,$42.50,$680,16 TB,3 years,"Internal 3.5""",HDD,New,https://www.amazon.com/dp/B07SGGWYC1?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,250,Unknown,B07SGGWYC1,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,110,01/15,24
$0.043,$42.50,$85,2 TB,,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B07V7X1NZ9?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B07V7X1NZ9,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,110,01/15,12
$0.043,$42.54,$40,4.7 GB x200,,Optical,DVD-R,New,https://www.amazon.com/dp/B00K6QJHKC?tag=synack-20&linkCode=osi&th=1&psc=1,Smartbuy 200-disc 4.7gb/120min 16x DVD-R White Top Blank Data Recordable Media Disc,4.6,338,Smartbuy,DVD-R 16x,True,new,Amazon,Smartbuy-depot,True,Portable HDD,"2.5""",USB 3.0,16,16,04/29,12
$0.043,$42.55,$120,4.7 GB x600,,Optical,DVD-R,New,https://www.amazon.com/dp/B00WTMUZF2?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B00WTMUZF2,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,90,85,01/15,24
$0.043,$42.55,$240,4.7 GB x1200,,Optical,DVD-R,New,https://www.amazon.com/dp/B07VCNJ2D4?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,150,Unknown,Unknown,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.043,$42.72,$171,800 GB x5,,Tape,LTO-4,New,https://www.amazon.com/dp/B014JWMJTY?tag=synack-20&linkCode=osi&th=1&psc=1,IBM Tape LTO Ultrium-4 800GB/1600GB 5pk,4.2,18,IBM,LTO Ultrium-4,limited,new,third-party,Rock Bottom Sales,True,Tape,Tape Cartridge,LTO,120,120,05/01,12
$0.043,$43.00,$86,2 TB,3 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B087CBT533?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B087CBT533,limited,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.043,$43.00,$344,8 TB,5 years,"Internal 3.5""",HDD,New,https://www.amazon.com/dp/B0D1V1SNDX?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.043,$43.12,$690,8 TB x2,5 years,"External 3.5""",HDD,New,https://www.amazon.com/dp/B07QF6HY5V?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,250,Unknown,B07QF6HY5V,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,150,140,01/20,24
$0.043,$43.18,$27,25 GB x25,,Optical,BD-R,New,https://www.amazon.com/dp/B097PBC21W?tag=synack-20&linkCode=osi&th=1&psc=1,External Portable Hard Drive,4.5,150,Unknown,B097PBC21W,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,110,01/15,24
$0.043,$43.30,$17,400 GB,,Tape,LTO-3,New,https://www.amazon.com/dp/B00069DRG4?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.2,250,Seagate,B00069DRG4,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 2.0,60,55,01/15,24
$0.043,$43.40,$694,16 TB,,Internal,SAS,New,https://www.amazon.com/dp/B09B3W527D?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,limited,new,Amazon,Amazon,yes,SSD,M.2,NVMe PCIe,3500,3000,01/15,60
$0.043,$43.40,$694,16 TB,3 years,"Internal 3.5""",HDD,New,https://www.amazon.com/dp/B07SHWSTZ2?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B07SHWSTZ2,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,140,120,01/15,24
$0.044,$43.68,$349,8 TB,,"Internal 3.5""",HDD,New,https://www.amazon.com/dp/B00NP6ANY4?tag=synack-20&linkCode=osi&th=1&psc=1,"HGST Ultrastar He8 HUH728080ALE604 0F23668 / 0F25721 8TB 7,2K RPM SATA 6Gb/s 128MB 3.5"" HDD 512E",3.8,19,HGST,HUH728080ALE604,limited,new,third-party,Brute Networks Corporation,False,HDD,"3.5""",SATA III,,,05/11,36
$0.044,$43.88,$22,500 GB,3 months,"Internal 2.5""",HDD,Used,https://www.amazon.com/dp/B0CNJ18P5N?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,B0CNJ18P5N,no,new,Amazon,Amazon,no,SSD,"2.5""",SATA III,0,0,01/01,12
$0.044,$43.92,$21,4.7 GB x100,,Optical,DVD-RW,New,https://www.amazon.com/dp/B004V4SPKI?tag=synack-20&linkCode=osi&th=1&psc=1,Internal Hard Drive,4.5,150,Seagate,ST3000DM001,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,72,72,01/15,24
$0.044,$44.00,$110,25 GB x100,,Optical,BD-RE,New,https://www.amazon.com/dp/B079P9H9M4?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,500,Unknown,Unknown,True,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,520,01/15,24
$0.044,$44.17,$53,1.2 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B08ML17JRR?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B08ML17JRR,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,130,130,01/15,24
$0.044,$44.38,$18,400 GB,,Tape,LTO-3,New,https://www.amazon.com/dp/B0006TLENW?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,50,Unknown,B0006TLENW,limited,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,72,72,01/15,12
$0.044,$44.39,$40,900 GB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B07PZ8W6FC?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,520,01/15,24
$0.044,$44.43,$40,900 GB,,Internal,SAS,Used,https://www.amazon.com/dp/B01IF5M4EQ?tag=synack-20&linkCode=osi&th=1&psc=1,HGST Ultrastar C10K900 | HUC109090CSS600 | 0B26014 | 900GB 10K RPM SAS 6.0Gb/s 64MB Cache | 2.5in SFF | 512n | Cache Enterprise Hard Disk Drive HDD (Renewed),4.5,50,HGST,HUC109090CSS600,limited,refurbished,third-party,goHardDrive,False,HDD,"2.5""",SAS,180,180,05/04,12
$0.044,$44.47,$21,4.7 GB x100,,Optical,DVD-R,New,https://www.amazon.com/dp/B07W6B84C2?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B07W6B84C2,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,120,110,01/15,24
$0.044,$44.50,$89,2 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B09Y12NRF4?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B09Y12NRF4,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,120,01/15,12
$0.045,$44.53,"$2,850",16 TB x4,,"External 3.5""",HDD,New,https://www.amazon.com/dp/B089JC7YS6?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,500,Unknown,B089JC7YS6,True,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,36
$0.045,$44.63,$268,6 TB,,"Internal 3.5""",HDD,New,https://www.amazon.com/dp/B0CKSS5VCF?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Model,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,0,0,01/01,12
$0.045,$44.82,$18,400 GB,,Tape,LTO-3,New,https://www.amazon.com/dp/B0056333TG?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.0,50,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.045,$44.85,$112,2.5 TB,,Tape,LTO-6,New,https://www.amazon.com/dp/B0C2DX8969?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B0C2DX8969,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,150,150,01/15,24
$0.045,$44.90,$449,10 TB,3 years,"Internal 3.5""",HDD,New,https://www.amazon.com/dp/B085RH2FR7?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B085RH2FR7,limited,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,150,120,01/15,24
$0.045,$44.95,$18,400 GB,,Tape,LTO-3,New,https://www.amazon.com/dp/B002XJT4C6?tag=synack-20&linkCode=osi&th=1&psc=1,Internal Hard Drive,4.5,150,Unknown,B002XJT4C6,limited,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,12
$0.045,$44.98,$18,400 GB,,Tape,LTO-3,New,https://www.amazon.com/dp/B001GXE6Q4?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Seagate,B001GXE6Q4,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,140,140,01/15,24
$0.045,$44.98,"$1,799",20 TB x2,3 years,"External 3.5""",HDD,New,https://www.amazon.com/dp/B09TWV7W2D?tag=synack-20&linkCode=ogi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,M.2,NVMe PCIe,3500,3000,01/15,12
$0.045,$44.98,$90,2 TB,,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B07D9Y8R93?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B07D9Y8R93,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,125,01/15,24
$0.045,$44.99,$45,1 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B07FF8QYRR?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,250,Unknown,B07FF8QYRR,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,140,130,01/15,24
$0.045,$45.00,$90,2 TB,2 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0DB18SGML?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,0,Unknown,B0DB18SGML,unknown,new,Amazon,Amazon,no,SSD,M.2,NVMe PCIe,0,0,01/01,12
$0.045,$45.00,$90,2 TB,2 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0DB2VC288?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,50,Unknown,Unknown,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.045,$45.00,$90,2 TB,2 years,"Internal 2.5""",HDD,New,https://www.amazon.com/dp/B09DZP42T9?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,B09DZP42T9,unknown,new,Amazon,Amazon,no,SSD,"2.5""",SATA III,550,500,01/15,12
$0.045,$45.00,$54,1.2 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B07XL5CSPZ?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B07XL5CSPZ,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,115,01/15,12
$0.045,$45.00,$54,1.2 TB,,Internal,SAS,New,https://www.amazon.com/dp/B07XR6KDQ4?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Storage Device,4.5,250,Unknown,B07XR6KDQ4,True,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,520,01/15,24
$0.046,$45.56,$41,900 GB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B07GDW73FQ?tag=synack-20&linkCode=osi&th=1&psc=1,Internal Hard Drive,4.5,150,Unknown,B07GDW73FQ,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,120,120,01/15,24
$0.046,$45.60,$365,8 TB,,"Internal 3.5""",HDD,New,https://www.amazon.com/dp/B0B94L4K2J?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.0,100,Unknown,B0B94L4K2J,True,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,12
$0.046,$45.67,$274,6 TB,,"Internal 3.5""",HDD,New,https://www.amazon.com/dp/B01DLCRXNU?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Disk Drive Storage Device,4.5,250,Amazon,B01DLCRXNU,yes,new,Amazon,Amazon.com,yes,HDD,"3.5""",SATA III,180,180,01/15,24
$0.046,$45.80,$366,8 TB,,"Internal 3.5""",HDD,New,https://www.amazon.com/dp/B0CP7CFNK4?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.046,$45.83,$275,6 TB,,Internal,SAS,New,https://www.amazon.com/dp/B00NP690OS?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,50,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.046,$45.83,$55,1.2 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B01C2PG7XE?tag=synack-20&linkCode=osi&th=1&psc=1,"Dell HDD 1,2TB 10K SAS 12G, WXPCX (Hot Plug)",5.0,5,Dell,WXPCX,limited,new,AMTECH,AMTECH,True,HDD,"2.5""",SAS,,,04/29,12
$0.046,$45.91,$367,400 GB x20,,Tape,LTO-3,New,https://www.amazon.com/dp/B001G1QTX4?tag=synack-20&linkCode=osi&th=1&psc=1,Seagate Barracuda 7200.12 500GB Internal Hard Drive,4.2,287,Seagate,Barracuda 7200.12,limited,new,Amazon,Amazon,True,HDD,"3.5""",SATA III,72,72,01/15,24
$0.046,$46.00,$22,4.7 GB x100,,Optical,DVD-R,Used,https://www.amazon.com/dp/B004CJ9KTW?tag=synack-20&linkCode=osi&th=1&psc=1,"Verbatim DVD-R 4.7GB 16X White Inkjet Printable with Branded Hub, 100-Disc",4.5,1369,Verbatim,DVD-R,True,new,Amazon,Amazon.com,True,Portable HDD,"2.5""",USB 3.0,16,16,04/29,240
$0.046,$46.08,"$1,843",800 GB x50,,Tape,LTO-4,New,https://www.amazon.com/dp/B00KW6V0QU?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Seagate,B00KW6V0QU,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,130,01/15,24
$0.046,$46.30,$93,2 TB,3 months,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B083ZZBD7G?tag=synack-20&linkCode=osi&th=1&psc=1,Internal Hard Drive Storage,4.5,150,Unknown,B083ZZBD7G,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.047,$46.54,$186,4 TB,,"External 3.5""",HDD,New,https://www.amazon.com/dp/B093BVXYSV?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B093BVXYSV,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,120,110,01/15,24
$0.047,$46.65,$28,600 GB,3 months,Internal,SAS,New,https://www.amazon.com/dp/B07MBGR1RY?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Basics Internal Hard Drive,4.5,150,Amazon Basics,B07MBGR1RY,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,12
$0.047,$46.66,$140,3 TB,2 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B0DK7XVQT6?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B0DK7XVQT6,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,110,12/20,24
$0.047,$46.67,$42,900 GB,,Internal,SAS,Used,https://www.amazon.com/dp/B008HDKUKC?tag=synack-20&linkCode=osi&th=1&psc=1,Seagate Savvio 10K.5 900 GB 10000 RPM SAS 6-Gb/S 64MB Cache 2.5-Inch Internal Bare Drive (ST9900805SS),4.0,19,Seagate,ST9900805SS,True,new,AMTECH,AMTECH,True,HDD,"2.5""",SAS,150,150,04/29,24
$0.047,$46.68,$747,800 GB x20,,Tape,LTO-4,New,https://www.amazon.com/dp/B003ZX2JGM?tag=synack-20&linkCode=osi&th=1&psc=1,Western Digital Internal Hard Drive,4.5,500,Western Digital,WD Blue,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,72,72,01/15,24
$0.047,$46.77,$11,4.7 GB x50,1 month,Optical,DVD-R,New,https://www.amazon.com/dp/B0F4V4M8X6?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Disk Drive Storage Device,4.5,250,Unknown,B0F4V4M8X6,True,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,520,01/15,24
$0.047,$46.83,$375,8 TB,5 years,"Internal 3.5""",HDD,New,https://www.amazon.com/dp/B0D1V1J2H6?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,36
$0.047,$46.87,$750,16 TB,3 years,"Internal 3.5""",HDD,New,https://www.amazon.com/dp/B08KTH6DFW?tag=synack-20&linkCode=osi&th=1&psc=1,"Seagate Skyhawk AI, 16TB, Video Internal Hard Drive, 3.5"", SATA, 6Gb/s, 64MB Cache, for DVR/NVR Security Camera System, 3 year Rescue Services, FFP (ST16000VEZ02)",3.9,4,Seagate,ST16000VEZ02,True,new,JBJ SUPPLY LLC,JBJ SUPPLY LLC,True,HDD,"3.5""",SATA III,272,272,05/04,60
$0.047,$46.90,$23,500 GB,3 years,"Internal 2.5""",HDD,New,https://www.amazon.com/dp/B005PWVEJ4?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,150,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.047,$47.25,$189,4 TB,3 years,"Internal 2.5""",HDD,Used,https://www.amazon.com/dp/B09ZGK7ZPF?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B09ZGK7ZPF,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,100,95,01/15,24
$0.047,$47.50,$190,4 TB,2 years,"Internal 2.5""",HDD,Used,https://www.amazon.com/dp/B0B148JDG2?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,50,Unknown,Unknown,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.048,$47.50,$95,2 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B07WGKCDNH?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B07WGKCDNH,limited,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,110,01/15,24
$0.048,$47.68,$381,800 GB x10,,Tape,LTO-4,New,https://www.amazon.com/dp/B00KW6NZ5E?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Internal Disk Drive,4.5,150,Unknown,B00KW6NZ5E,limited,new,Amazon,Amazon,True,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.048,$47.78,$43,900 GB,,Internal,SAS,New,https://www.amazon.com/dp/B00DCW3GG8?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Disk Drive Storage Device,4.5,150,Seagate,ST1000DM003,True,new,Amazon,Amazon,True,HDD,"3.5""",SATA III,72,72,01/15,24
$0.048,$47.99,$60,25 GB x50,,Optical,BD-RE,New,https://www.amazon.com/dp/B079PBFM9V?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,B079PBFM9V,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,520,01/15,24
$0.048,$47.99,$60,25 GB x50,1 month,Optical,BD-R,New,https://www.amazon.com/dp/B0FGG1YHZX?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,M.2,NVMe PCIe,3500,3000,01/15,36
$0.048,$48.00,$96,2 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B07HJBJ78K?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,B07HJBJ78K,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,520,01/15,24
$0.048,$48.00,$120,25 GB x100,,Optical,BD-RE,New,https://www.amazon.com/dp/B079PT76TP?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,100,Unknown,Unknown,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,520,01/15,24
$0.048,$48.00,$480,10 TB,,"Internal 3.5""",HDD,New,https://www.amazon.com/dp/B08P9NQ8RM?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,50,Unknown,Unknown,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,36
$0.048,$48.33,"$1,160",24 TB,5 years,"Internal 3.5""",HDD,New,https://www.amazon.com/dp/B0FV3R17PL?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.048,$48.33,$58,1.2 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B07N7HDD8P?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,100,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.048,$48.38,$19,400 GB,,Tape,LTO-3,New,https://www.amazon.com/dp/B00MHT7500?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B00MHT7500,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,100,100,01/15,24
$0.049,$48.50,$97,2 TB,,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B07239X19N?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,250,Unknown,B07239X19N,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,130,01/15,24
$0.049,$48.50,$194,4 TB,,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B00EHBERSE?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,250,Unknown,B00EHBERSE,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,110,01/15,24
$0.049,$48.74,$39,800 GB,,Tape,LTO-4,New,https://www.amazon.com/dp/B00JPC4X6G?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B00JPC4X6G,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.049,$48.88,$20,400 GB,,Tape,LTO-3,New,https://www.amazon.com/dp/B000HWZ8L2?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.0,50,Unknown,B000HWZ8L2,limited,new,Amazon,Amazon,True,Portable HDD,"3.5""",USB 2.0,480,480,01/20,12
$0.049,$48.92,$23,4.7 GB x100,,Optical,DVD-R,New,https://www.amazon.com/dp/B00KALCGUG?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,50,Unknown,Unknown,True,new,Amazon,Amazon,True,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.049,$48.92,$23,4.7 GB x100,,Optical,DVD-R,New,https://www.amazon.com/dp/B07Z6R4RJZ?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,100,Unknown,Unknown,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,520,01/15,24
$0.049,$48.94,$122,2.5 TB,,Tape,LTO-6,New,https://www.amazon.com/dp/B0C49MJGB9?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,no,SSD,"2.5""",SATA III,0,0,01/01,12
$0.049,$49.00,$49,1 TB,3 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B006IMFT32?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Seagate,B006IMFT32,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,130,01/15,24
$0.049,$49.00,$98,2 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B07S2Z998L?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,0.0,0,Unknown,B07S2Z998L,unknown,new,Amazon,Amazon,no,SSD,"2.5""",SATA III,0,0,Unknown,0
