Price per GB,Price per TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,product_name,average_rating,total_no_of_reviews,brand,model,in_stock,condition,ships_from,sold_by,prime_eligible,drive_type,form_factor,interface,read_speed_mbps,write_speed_mbps,estimated_delivery_date,warranty_months
$0.018,$17.78,$107,6 TB,,Tape,LTO-7,New,https://www.amazon.com/dp/B01I8O5UBI?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B01I8O5UBI,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.018,$17.78,$320,18 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B0D5SFPL1R?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/01,24
$0.018,$17.86,$250,14 TB,5 years,Internal,SAS,Used,https://www.amazon.com/dp/B0DDWGFMPW?tag=synack-20&linkCode=osi&th=1&psc=1,MDD MAXDIGITALDATA MDD (MD14TSAS25672E-2X14) 14TB 7200RPM 256MB Cache 4KN SAS 12Gb/s 3.5-inch (Dual Actuator) Enterprise Hard Drive - [NOT a SATA HDD] (Renewed),5.0,1,MDD MAXDIGITALDATA,MD14TSAS25672E-2X14,limited,refurbished,third-party,goHardDrive,False,HDD,"3.5""",SAS 12Gb/s,272,272,05/01,3
$0.018,$18.00,$270,25 GB x600,,Optical,BD-R,New,https://www.amazon.com/dp/B07TSG1PRT?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Basics External Hard Drive,4.5,250,Amazon Basics,B07TSG1PRT,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,120,110,01/15,12
$0.018,$18.00,$108,6 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B01JBS9MWI?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Disk Drive Storage Device,4.5,250,Unknown,B01JBS9MWI,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.018,$18.18,$400,22 TB,5 years,Internal,SAS,New,https://www.amazon.com/dp/B0DM4NFPM6?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Storage Device,4.5,0,Unknown,B0DM4NFPM6,limited,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,520,01/15,24
$0.018,$18.21,$55,3 TB,,Internal,SAS,New,https://www.amazon.com/dp/B0082D58L8?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,50,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.018,$18.25,$73,4 TB,2 years,Internal,SAS,Used,https://www.amazon.com/dp/B07HP32L21?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,100,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,520,01/15,24
$0.018,$18.50,$74,4 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B00C3WPL0M?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B00C3WPL0M,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,140,130,01/15,24
$0.019,$18.68,$75,4 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B07F7QM7WX?tag=synack-20&linkCode=osi&th=1&psc=1,Internal Solid State Drive,4.5,250,Unknown,B07F7QM7WX,True,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.019,$18.74,"$4,497",800 GB x300,2 years,Tape,LTO-4,New,https://www.amazon.com/dp/B0G88JRMK6?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,100,Unknown,Unknown,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.019,$18.75,$150,8 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B0D9C84J7P?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,150,Unknown,B0D9C84J7P,True,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.019,$18.75,$300,16 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B0D5SCX1X1?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,250,Unknown,B0D5SCX1X1,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,120,01/15,24
$0.019,$18.75,$15,800 GB,,Tape,LTO-4,New,https://www.amazon.com/dp/B003Z4S74E?tag=synack-20&linkCode=osi&th=1&psc=1,"Imation Cartridge,LTO,ULTRIUM GEN4",4.0,0,Imation,LTO ULTRIUM GEN4,True,new,third-party,Malelo and Company,True,HDD,"3.5""",SATA III,140,140,04/30,12
$0.019,$18.87,$151,800 GB x10,2 years,Tape,LTO-4,New,https://www.amazon.com/dp/B0FQ86RNR2?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,520,01/15,24
$0.019,$18.89,$340,18 TB,5 years,Internal,SAS,New,https://www.amazon.com/dp/B0C35RT3JC?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,50,Unknown,B0C35RT3JC,limited,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,36
$0.019,$18.93,$530,28 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0GSXP6J2M?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,0,Unknown,Unknown,False,new,Amazon,Amazon,False,SSD,M.2,NVMe PCIe,3500,3000,01/15,5
$0.019,$19.00,$304,800 GB x20,,Tape,LTO-4,New,https://www.amazon.com/dp/B0051B78HQ?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B0051B78HQ,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,100,95,01/15,24
$0.019,$19.00,$38,2 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B07HFK8BY9?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,50,Unknown,Unknown,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.019,$19.00,$76,4 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B07M747651?tag=synack-20&linkCode=osi&th=1&psc=1,Western Digital Blue 3D NAND SSD,4.5,250,Western Digital,WDS500G2B0A,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,560,530,01/20,60
$0.019,$19.17,$460,24 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0DHC1LGKJ?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,B0DHC1LGKJ,unknown,new,Amazon,Amazon,True,SSD,M.2,NVMe PCIe,3500,3000,01/15,5
$0.019,$19.20,$72,25 GB x150,,Optical,BD-R,New,https://www.amazon.com/dp/B00K5D1EGG?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Seagate,B00K5D1EGG,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,120,110,01/15,24
$0.019,$19.23,$500,26 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0GSXLHQ68?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Model,4.5,0,Unknown,B0GSXLHQ68,unknown,new,Amazon,Amazon,no,SSD,"2.5""",SATA III,0,0,01/01,12
$0.019,$19.28,$540,28 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0GSH25PZ7?tag=synack-20&linkCode=osi&th=1&psc=1,Seagate Exos ST28000NM001C 28TB 7200 RPM SATA 6Gb/s 512e 3.5in Enterprise Hard Drive (Renewed),4.5,42,Seagate,ST28000NM001C,True,refurbished,Amazon,ServerPartDeals,True,HDD,"3.5""",SATA III,272,272,04/29,3
$0.019,$19.48,$39,2 TB,5 years,Internal,SAS,Used,https://www.amazon.com/dp/B0D992THB1?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B0D992THB1,limited,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,110,01/15,24
$0.019,$19.50,$78,4 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B07FWMN41T?tag=synack-20&linkCode=osi&th=1&psc=1,Seagate Barracuda Pro 10TB Internal Hard Drive,4.5,250,Seagate,ST10000DM004,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,272,272,01/15,60
$0.020,$19.58,$470,24 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0GJJMDD78?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,50,Unknown,B0GJJMDD78,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,12
$0.020,$19.58,$470,24 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0GJHPB7B8?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B0GJHPB7B8,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,150,140,01/15,24
$0.020,$19.61,$549,28 TB,3 months,"Internal 2.5""",HDD,Used,https://www.amazon.com/dp/B0GJ6Z1WVC?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B0GJ6Z1WVC,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,120,01/20,24
$0.020,$19.62,$549,28 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0F9LTMD5L?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Disk Drive Storage Device,4.5,150,Unknown,B0F9LTMD5L,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,520,01/15,24
$0.020,$19.64,$275,14 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B08JKBXLWF?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,520,01/15,60
$0.020,$19.67,$118,6 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B07K7W2PKF?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B07K7W2PKF,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,160,140,01/15,24
$0.020,$19.67,$118,6 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B0CW7293XH?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B0CW7293XH,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.020,$19.95,$20,1 TB,5 years,Internal,SAS,Used,https://www.amazon.com/dp/B0D9CK1THB?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B0D9CK1THB,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.020,$19.99,$25,25 GB x50,,Optical,BD-R,New,https://www.amazon.com/dp/B00K5D1C2M?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,50,Unknown,B00K5D1C2M,limited,new,Amazon,Amazon,True,HDD,"3.5""",SATA III,7200,7200,01/20,24
$0.020,$19.99,$25,25 GB x50,,Optical,BD-R,New,https://www.amazon.com/dp/B00K6T1QIU?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,False,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.020,$19.99,$30,1.5 TB,,Tape,LTO-5,New,https://www.amazon.com/dp/B018RF9GHW?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,250,Seagate,B018RF9GHW,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,120,115,01/15,24
$0.020,$19.99,$160,8 TB,5 years,Internal,SAS,Used,https://www.amazon.com/dp/B0D991BLP4?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,250,Unknown,B0D991BLP4,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,130,01/15,24
$0.020,$20.00,$80,4 TB,5 years,Internal,SAS,Used,https://www.amazon.com/dp/B009YQOL9C?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,0,Unknown,B009YQOL9C,unknown,new,Amazon,Amazon,no,HDD,"3.5""",SATA III,0,0,01/15,24
$0.020,$20.00,$80,4 TB,5 years,Internal,SAS,Used,https://www.amazon.com/dp/B00E7LTBBW?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,50,Unknown,B00E7LTBBW,unknown,new,Amazon,Amazon,True,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.020,$20.00,$80,4 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B09NML5T5R?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.020,$20.00,$150,25 GB x300,,Optical,BD-R,New,https://www.amazon.com/dp/B07TXRV971?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Basics External Hard Drive,4.5,150,Amazon Basics,B07TXRV971,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,120,120,01/15,12
$0.020,$20.00,$150,1.5 TB x5,,Tape,LTO-5,New,https://www.amazon.com/dp/B00FJDPYV8?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,no,HDD,"3.5""",SATA III,0,0,01/01,24
$0.020,$20.00,$320,16 TB,5 years,Internal,SAS,Used,https://www.amazon.com/dp/B0C363Y5BQ?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,12
$0.020,$20.00,$440,22 TB,1 year,"External 3.5""",HDD,New,https://www.amazon.com/dp/B0DW8ZW47C?tag=synack-20&linkCode=ogi&th=1&psc=1,Amazon Drive Storage Device,4.5,150,Amazon,B0DW8ZW47C,True,new,Amazon,Amazon,True,Portable SSD,"2.5""",USB 3.2,550,520,01/15,24
$0.020,$20.00,$440,22 TB,3 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0CHXMN4N5?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,50,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.020,$20.00,$520,26 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0GXGZ56LR?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,0,Unknown,Unknown,unknown,new,Amazon,Unknown,no,SSD,M.2,NVMe PCIe,0,0,01/01,24
$0.020,$20.00,$60,3 TB,1 year,Internal,SAS,Used,https://www.amazon.com/dp/B00D7IMI4I?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Seagate,B00D7IMI4I,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,130,01/15,24
$0.020,$20.00,$280,14 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B07RZ8BLGL?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,no,SSD,"2.5""",SATA III,550,500,01/15,24
$0.020,$20.00,$20,1 TB,5 years,Internal,SAS,Used,https://www.amazon.com/dp/B003IT70KS?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B003IT70KS,limited,new,Amazon,Amazon,yes,Portable HDD,"3.5""",USB 3.0,100,95,01/15,24
$0.020,$20.00,$40,2 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B07HGRYK6J?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,150,Unknown,B07HGRYK6J,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.020,$20.31,$366,18 TB,2 years,Internal,SAS,Used,https://www.amazon.com/dp/B08NCF8Z8Q?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,0,Unknown,Unknown,no,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.020,$20.31,$366,18 TB,2 years,Internal,SAS,Used,https://www.amazon.com/dp/B0DMWT8MM7?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,100,Unknown,B0DMWT8MM7,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,520,01/15,24
$0.021,$20.51,$62,3 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B07H8N4XBT?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,250,Unknown,B07H8N4XBT,limited,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,140,130,01/15,24
$0.021,$20.62,$165,8 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B014UYHJWS?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,50,Unknown,Unknown,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.021,$20.79,$26,25 GB x50,,Optical,BD-R,New,https://www.amazon.com/dp/B00LV8BWPM?tag=synack-20&linkCode=osi&th=1&psc=1,Seagate Barracuda Internal Hard Drive,4.2,850,Seagate,Barracuda ST1000DM003,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.021,$20.80,$52,25 GB x100,,Optical,BD-R,New,https://www.amazon.com/dp/B00LV9OT7Y?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B00LV9OT7Y,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,100,90,01/15,24
$0.021,$20.82,$250,12 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B0GVGFSNGW?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,no,SSD,"2.5""",SATA III,0,0,01/01,12
$0.021,$20.83,$125,6 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B00JJIEH3U?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,50,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.021,$20.92,$167,800 GB x10,,Tape,LTO-4,New,https://www.amazon.com/dp/B002Y352YK?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,150,Unknown,B002Y352YK,True,new,Amazon,Amazon,True,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.021,$21.02,$17,800 GB,,Tape,LTO-4,New,https://www.amazon.com/dp/B001TOAYCU?tag=synack-20&linkCode=osi&th=1&psc=1,1pk Lto4 Ultrium 1.6tb Rw Data Tape Cartridge,4.7,4,HP,LTO4 Ultrium 1.6TB,True,new,third-party,Malelo and Company,False,Portable HDD,"3.5""",USB 3.0,0,0,04/30,12
$0.021,$21.11,$19,900 GB,,Internal,SAS,Used,https://www.amazon.com/dp/B00CGC1VBC?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,250,Unknown,B00CGC1VBC,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,100,01/15,24
$0.021,$21.14,$296,14 TB,2 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B07RSFX96W?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,250,Unknown,B07RSFX96W,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,120,01/15,24
$0.021,$21.19,$17,800 GB,,Tape,LTO-4,New,https://www.amazon.com/dp/B00BMQ52N6?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,50,Unknown,B00BMQ52N6,unknown,new,Amazon,Amazon,True,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.021,$21.24,$17,800 GB,,Tape,LTO-4,New,https://www.amazon.com/dp/B007A4KTAU?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,no,HDD,"3.5""",SATA III,0,0,01/01,12
$0.021,$21.25,$170,8 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B07TVFJ825?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,500,Unknown,Unknown,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,520,01/15,24
$0.021,$21.25,$170,8 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B00X8Z77W8?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,50,Unknown,B00X8Z77W8,unknown,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.021,$21.34,$256,12 TB,5 years,Internal,SAS,Used,https://www.amazon.com/dp/B074JJ2LDH?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,100,Unknown,Unknown,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.021,$21.36,$299,14 TB,3 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0DBGQN8QZ?tag=synack-20&linkCode=osi&th=1&psc=1,External Portable Disk Drive,4.5,150,Unknown,B0DBGQN8QZ,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,110,01/15,24
$0.021,$21.43,$300,14 TB,3 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0BQSWTT55?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B0BQSWTT55,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,160,140,01/15,24
$0.021,$21.43,$300,14 TB,2 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B0CXD2R2CF?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.0,50,Unknown,Unknown,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.021,$21.43,$300,14 TB,3 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0DJHKFNJM?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Disk Drive,4.5,150,Unknown,B0DJHKFNJM,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,520,01/15,24
$0.021,$21.50,$86,4 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B00IG057S6?tag=synack-20&linkCode=osi&th=1&psc=1,Seagate Barracuda 1TB Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 7200 RPM 64MB Cache for PC Computer Desktop,4.5,850,Seagate,Barracuda ST1000DM010,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,72,72,01/15,24
$0.021,$21.50,$86,4 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B00CBK953U?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.0,50,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/20,24
$0.022,$21.53,$86,4 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B07WC4WJBP?tag=synack-20&linkCode=osi&th=1&psc=1,SEAGATE TECHNOLOGY ST4000NM0023 HDD 4TB 7200RPM SAS 128MB (Renewed),4.1,13,Seagate,ST4000NM0023,limited,refurbished,TekBoost Certified,TekBoost Certified,True,HDD,"3.5""",SAS,180,180,05/01,3
$0.022,$21.60,$54,25 GB x100,,Optical,BD-R,New,https://www.amazon.com/dp/B07TYQJSD5?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,100,Unknown,Unknown,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,500,450,01/15,24
$0.022,$21.60,$43,2 TB,,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B002ZCXK0I?tag=synack-20&linkCode=osi&th=1&psc=1,Internal Hard Drive,4.5,150,Seagate,ST1000DM003,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,72,72,01/15,24
$0.022,$21.66,$130,6 TB,5 years,Internal,SAS,Used,https://www.amazon.com/dp/B0D992PWC7?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,500,Unknown,Unknown,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,520,01/15,24
$0.022,$21.67,$390,18 TB,3 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0CM7PKHSX?tag=synack-20&linkCode=osi&th=1&psc=1,External Disk Drive Storage Device,4.5,150,Unknown,B0CM7PKHSX,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.022,$21.67,$390,18 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0CM7XG2DM?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.022,$21.71,$304,14 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B07KPL474H?tag=synack-20&linkCode=osi&th=1&psc=1,Seagate Barracuda Pro Internal Hard Drive,4.5,450,Seagate,ST12000DM0007,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,272,272,01/15,60
$0.022,$21.81,$349,16 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B09RS14GMP?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Model,4.5,150,Unknown,Unknown,limited,new,Amazon,Amazon,True,SSD,M.2,NVMe PCIe,3500,3000,01/15,24
$0.022,$21.81,$349,16 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B0GSGX9YWG?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B0GSGX9YWG,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,110,01/15,24
$0.022,$21.84,$87,800 GB x5,,Tape,LTO-4,New,https://www.amazon.com/dp/B00EK3HTC0?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.022,$21.88,$175,8 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B09B3VGD6F?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B09B3VGD6F,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,150,140,01/15,24
